example_id,start,end,tag,value,overlap
b43f9d9f-21bc-47e7-9985-2e3f9b26125e,219,417,statute,"Title III of the USA PATRIOT Act amends the anti-money laundering (AML) provisions of the Bank Secrecy Act (BSA), codified at 12 U.S.C. 1829b, 12 U.S.C. 1951-1959, and 31 U.S.C. 5311-5314, 5316-5332",f
b43f9d9f-21bc-47e7-9985-2e3f9b26125e,252,537,Softlaw,"amends the anti-money laundering (AML) provisions of the Bank Secrecy Act (BSA), codified at 12 U.S.C. 1829b, 12 U.S.C. 1951-1959, and 31 U.S.C. 5311-5314, 5316-5332, to promote the prevention, detection, and prosecution of international money laundering and the financing of terrorism",f
b46b7d43-587c-44e4-816b-68c481431c19,489,568,Foreing Policy,the ability of U.S.-based enterprises to compete with foreign-based enterprises,
b52bdb1a-1e7e-4bb8-bb4e-b84a80fb046a,375,494,Foreing Policy,the ability of United States-based enterprises to compete with foreign-based enterprises in domestic and export markets,
b5c3e0df-b048-496a-815d-1eeafa09ed78,14,39,statute,Moratorium Protection Act,
b5c3e0df-b048-496a-815d-1eeafa09ed78,616,629,Treaty,WTO Agreement,f
b664e40c-caa5-40f7-b7d7-0f1d9bd2bc96,313,327,statute,22 U.S.C. 3905,
b664e40c-caa5-40f7-b7d7-0f1d9bd2bc96,497,521,Foreing Policy,United States' interests,f
b6fe09a4-fcef-4611-9954-b3a90efb2c6a,457,501,statute,section 6226 in accordance with § 301.6226-1,
b6fe09a4-fcef-4611-9954-b3a90efb2c6a,634,646,statute,section 6234,f
b6fe09a4-fcef-4611-9954-b3a90efb2c6a,716,731,statute,§ 301.6226-2(b),f
b6fe09a4-fcef-4611-9954-b3a90efb2c6a,879,891,statute,§ 301.6226-2,f
b6fe09a4-fcef-4611-9954-b3a90efb2c6a,1082,1094,statute,§ 301.6226-2,f
b6fe09a4-fcef-4611-9954-b3a90efb2c6a,1533,1554,statute,§ 301.6226-2(h)(3)(i),f
b6fe09a4-fcef-4611-9954-b3a90efb2c6a,1793,1835,statute,§§ 1.1441-1(b)(1) and 1.1441-5(b)(2)(i)(A),f
b6fe09a4-fcef-4611-9954-b3a90efb2c6a,1859,1881,statute,§ 301.6226-2(h)(3)(ii),f
b6fe09a4-fcef-4611-9954-b3a90efb2c6a,2015,2136,Treaty,C was entitled to a reduced rate of withholding in 2020 on U.S. source dividend income of 10 percent pursuant to a treaty,f
b6fe09a4-fcef-4611-9954-b3a90efb2c6a,2840,2861,statute,§ 301.6226-2(h)(3)(i),f
b6fe09a4-fcef-4611-9954-b3a90efb2c6a,2861,2931,statute, as a credit under section 33 against C's income tax liability on his ,f
b748b39f-7837-4c77-bbac-902efbc93509,0,339,Foreing Policy,"DHS is publishing this system of records document to provide transparency on how DHS collects, uses, maintains, and disseminates information relating to foreign nationals who seek access to DHS and partner U.S. Government (USG) agency personnel, information, facilities, programs, research, studies, and information technology (IT) systems",
b748b39f-7837-4c77-bbac-902efbc93509,341,637,Softlaw,The DHS Office of the Chief Security Officer (OCSO)/Center for International Safety & Security (CISS) Foreign Access Management (FAM) program uses the Foreign Access Management System (FAMS) to manage the risk assessment process for foreign nationals requesting access to DHS and partner agencies,f
b748b39f-7837-4c77-bbac-902efbc93509,639,811,Softlaw,"DHS is responsible for conducting screening of all foreign nationals and foreign entities seeking access to DHS personnel, information, facilities, programs, and IT systems",f
b7fbf5eb-87b9-47ea-a4d8-5671ceafae96,36,74,Treaty,four bilateral migratory bird treaties,
b8c4ae32-29ab-440a-9ec6-da1f98c2bc09,497,657,Foreing Policy,"the President and the NASA Administrator establish security requirements, restrictions, and safeguards for NASA information in the interest of national security",
b926befc-45fc-4b4e-92ac-ea9dfd5a7a41,215,248,Agreement,bilateral airworthiness agreement,
ba469072-e0d8-42c1-af01-6eb98dfb8963,53,121,Treaty,Western and Central Pacific Fisheries Convention Implementation Act ,
ba5a2762-e686-4a26-af68-653444e37a46,74,126,Foreing Policy,susceptible to use in interstate or foreign commerce,
ba64edce-e018-400c-bde9-6f1ea35737a1,0,128,Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States.",
ba64edce-e018-400c-bde9-6f1ea35737a1,145,200,Agreement,bilateral agreement with this State of Design Authority,f
ba830edc-5c07-4ddd-bcf9-2a9f2dc62986,31,58,statute,title II disability program,
ba830edc-5c07-4ddd-bcf9-2a9f2dc62986,115,137,Softlaw,totalization agreement,f
baa9275f-9cd2-4383-8d18-eb568d6ec54f,1,330,Foreing Policy,"The Commission seeks comment on whether it is appropriate to continue assessing the direct and effective oversight of a foreign licensing authority on a case-by-case basis. Under this approach, approval of foreign oversight for a system design in one case will not necessarily imply similar approval for a different system design",
bad76cfb-bf30-44ed-a0d4-2f6af404add2,9,274,Softlaw,"Bank can rely on the initial margin calculation done by a swap dealer or other counterparty that uses a model approved by the CFTC, other federal banking regulator, or a foreign regulator whose model rules have been found to be comparable to the United States rules",
bada3df9-d18a-40c8-accf-911a3e45d1d3,22,142,Softlaw,identify or define traceability or relationship to a domestic or international standard reference material and/or method,
badc0690-452e-4eca-a60b-ea0e7347f39b,64,85,statute,49 U.S.C. 44701(a)(5),
badc0690-452e-4eca-a60b-ea0e7347f39b,254,271,Foreing Policy,national security,f
bb1b180b-9aa1-45ed-830e-3cec4fb7d218,119,182,Agreement,Pursuant to our bilateral agreement with the European Community,
bb47feda-ea31-40e9-827b-c4765f05f57a,662,875,Foreing Policy,Certain portions of the Federal program are not delegable to the states because of the Federal government's special role in foreign policy matters and because of national concerns that arise with certain decisions,
bbe96c47-3731-4564-b8f5-07ad754cb87c,4,32,statute,Trade Agreements Act of 1979,
bbe96c47-3731-4564-b8f5-07ad754cb87c,68,96,statute,Uruguay Round Agreements Act,f
bbe96c47-3731-4564-b8f5-07ad754cb87c,617,732,Softlaw,"requires consideration of international standards and, where appropriate, that they be the basis for U.S. standards",f
bc401860-1e94-4b91-9c11-9273ff745df9,21,28,Foreing Policy,comment,
bc401860-1e94-4b91-9c11-9273ff745df9,303,320,CIL,international law,f
bc5fe921-26ba-4ae2-9402-725fbf959493,22,149,Agreement,bilateral aviation agreements with numerous foreign countries for the acceptance of aeronautical products for export and import,
bc9bb663-be59-48e0-959f-05b19c2e0f4c,48,120,Softlaw,harmonize U.S. tolerances with international standards whenever possible,
bc9bb663-be59-48e0-959f-05b19c2e0f4c,328,351,statute,FFDCA section 408(b)(4),f
bc9bb663-be59-48e0-959f-05b19c2e0f4c,357,375,Treaty,Codex Alimentarius,f
bc9bb663-be59-48e0-959f-05b19c2e0f4c,573,589,Treaty,trade agreements,f
bcc82c48-cb94-4c30-a693-e41526462fc7,0,32,Agreement,The Trade Agreements Act of 1979,
bcc82c48-cb94-4c30-a693-e41526462fc7,116,283,Softlaw,prohibits Federal agencies from establishing standards or engaging in related activities that create unnecessary obstacles to the foreign commerce of the United States,f
bcc82c48-cb94-4c30-a693-e41526462fc7,604,737,Softlaw,"The statute also requires consideration of international standards and, where appropriate, that they be the basis for U.S. standards.",f
bd3a2895-c2d7-43d3-953a-9f8996ca0eeb,161,230,Agreement,Specific trapping requirements are included in the bilateral workplan,
bdc73c44-fcaf-427b-b2f9-c17d08e8be89,672,782,Foreing Policy,the ability of U.S.-based enterprises to compete with foreign-based enterprises in domestic and export markets,
bde85c8e-5e1d-459d-8ea6-99fdaedf7717,143,175,Agreement,bilateral agreement with Germany,
befd546c-3984-4527-ac9e-8f0b73da9d17,0,127,Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States",
befd546c-3984-4527-ac9e-8f0b73da9d17,145,199,Softlaw,bilateral agreement with the State of Design Authority,f
bf68834d-60a2-48b4-8250-7307541ed3a9,5,79,Treaty," Executive Order 13609, “Promoting International Regulatory Cooperation,” ",
bf68834d-60a2-48b4-8250-7307541ed3a9,107,346,Treaty,agencies must consider whether the impacts associated with significant variations between domestic and international regulatory approaches are unnecessary or may impair the ability of American business to export and compete internationally,f
bf68834d-60a2-48b4-8250-7307541ed3a9,351,451,Foreing Policy,"meeting shared challenges involving health, safety, labor, security, environmental, and other issues",f
bf68834d-60a2-48b4-8250-7307541ed3a9,453,489,Foreing Policy,international regulatory cooperation,f
bfe6397f-de31-43ca-9052-3fa86ac1b41b,505,605,Foreing Policy,"nclude experience in national security, law enforcement, or public safety matters or Federal systems",
c0a0031d-d0cf-4116-8986-5844257fde00,425,475,statute,Trade Agreements Act (19 U.S.C. section 2531-2533),
c0a0031d-d0cf-4116-8986-5844257fde00,678,701,Softlaw,international standards,f
c0d5cc66-fec1-4b5e-a806-f6a1f533c0d1,0,50,Foreing Policy,This amendment involves a foreign affairs function,
c0d5cc66-fec1-4b5e-a806-f6a1f533c0d1,413,432,statute,5 U.S.C. 553(b)(B)),f
c0d5cc66-fec1-4b5e-a806-f6a1f533c0d1,502,520,statute,5 U.S.C. 553(d)(3),f
c11614e4-dc99-45fe-862b-344fcfeb49b1,164,183,Agreement,bilateral agreement,
c12a6a6a-d072-49f3-8f77-9ce2f14b414a,113,123,Foreing Policy,rulemaking,
c12a6a6a-d072-49f3-8f77-9ce2f14b414a,190,207,Foreing Policy,national security,f
c1c52a6b-17bf-41d6-9eec-6ecd2589c87f,5,98,Foreing Policy,From which fish or shellfish are or could be taken and sold in interstate or foreign commerce,
c21f9fad-4898-4f4c-acbe-b39fc8da1f97,110,114,Softlaw,ISDA,
c21f9fad-4898-4f4c-acbe-b39fc8da1f97,115,223,Softlaw,recommends that the Commission align the domestic and extraterritorial compliance dates of all requirements”,f
c236e564-7ad3-4ae1-ad07-3f1a83aea061,30,123,Treaty,"the 1970 United Nations Educational, Scientific and Cultural Organization (UNESCO) Convention",
c236e564-7ad3-4ae1-ad07-3f1a83aea061,151,317,statute,"the Convention on Cultural Property Implementation Act (hereinafter, “the Cultural Property Implementation Act” or “the Act”) (Pub. L. 97-446, 19 U.S.C. 2601 et seq.)",f
c236e564-7ad3-4ae1-ad07-3f1a83aea061,323,536,Agreement,"United States entered into a bilateral agreement with the Republic of Cyprus on July 16, 2002, to impose import restrictions on certain archaeological materials representing the Pre-Classical and Classical periods",f
c2446644-b1c8-4f8b-9a19-ed3cf6f622b1,44,86,Softlaw,international cooperation and coordination,
c2446644-b1c8-4f8b-9a19-ed3cf6f622b1,311,355,Softlaw,harmonized cross-border regulatory framework,f
c2456f28-7e30-4b79-bb1f-18e69ad11eee,4,32,statute,Trade Agreements Act of 1979,
c2456f28-7e30-4b79-bb1f-18e69ad11eee,68,96,statute,Uruguay Round Agreements Act,f
c2456f28-7e30-4b79-bb1f-18e69ad11eee,621,736,Softlaw,"requires consideration of international standards and, where appropriate, that they be the basis for U.S. standards",f
c3981246-ca3d-4007-a13f-086e22c62dd9,29,152,Softlaw,"our general agreement with the rulemaking actions of other banking supervision authorities, both domestic and international",
c3befce6-712d-4e75-9a24-0fa058dae38b,117,172,Foreing Policy,"international payment, clearance, and settlement system",
c4bfadb3-efa3-41fa-a352-790d267921d0,0,127,Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States",
c4bfadb3-efa3-41fa-a352-790d267921d0,145,164,Softlaw,bilateral agreement,f
c538dc90-76c2-4739-bdf3-92f368e2e4ce,123,202,Foreing Policy,the ability of U.S.-based enterprises to compete with foreign-based enterprises,
c5d18b5a-dac7-4923-abab-71a1f2e6e8b7,134,151,Foreing Policy,national security,
c5e5313f-69f1-46b9-ab72-fc889799711f,184,237,Foreing Policy,affect or could affect interstate or foreign commerce,
c63bb9ab-33e0-4e02-9d10-46b8b5e4c55c,339,424,Foreing Policy,"relates to official DHS national security, law enforcement or intelligence activities",
c63bb9ab-33e0-4e02-9d10-46b8b5e4c55c,1113,1211,Foreing Policy,"protect information relating to DHS national security, law enforcement, or intelligence activities",f
c6a8025e-eac8-4400-a5e6-df9e8d1d3664,143,175,Agreement,bilateral agreement with Germany,
c6c97cfa-e4cf-440b-80d2-3262d1097ece,202,243,Softlaw,St. Lawrence Seaway Regulations and Rules,
c70b2cd5-09a7-4a81-80c5-6794011cd769,0,15,statute,Section 1206.31,
c70b2cd5-09a7-4a81-80c5-6794011cd769,233,364,Softlaw,Nominees to fill the foreign producer member positions are solicited from foreign producers and from foreign producer organizations,f
c72cfb5b-dd07-4fa5-8fc2-2960e740dbd8,276,368,Foreing Policy,substantive evaluation of foreign ownership in broadcasting as it may relate to trade policy,
c82c4a10-1f66-4ce7-b531-6a582fae64d0,177,196,Softlaw,international parks,
c82c4a10-1f66-4ce7-b531-6a582fae64d0,239,256,statute,42 U.S.C. 7472(a),f
c855d920-151c-48e6-8d37-3264ab08bb11,122,158,Softlaw,adopting the international standards,
c85c84e5-3bcd-4d68-840d-1a02c6ed3512,289,368,Foreing Policy,the ability of U.S.-based enterprises to compete with foreign-based enterprises,
c8ad810a-0c38-442e-9bd9-d9ce6e54b997,178,227,Softlaw,2013 United Nations Questionnaire/Survey on APAAN,
c8ad810a-0c38-442e-9bd9-d9ce6e54b997,621,685,Softlaw,purchase APAAN from international sources to fill special orders,f
ca4fe592-2e5d-4d6a-8375-ba66a55a0f34,84,142,Softlaw,international censure and U.S. and international sanctions,
ca4fe592-2e5d-4d6a-8375-ba66a55a0f34,278,422,Agreement,"United Nations Security Council resolutions (UNSCRs), including 1718 (2006), 1874 (2009), 2087 (2013), 2094 (2013), 2270 (2016), and 2321 (2016)",f
ca4fe592-2e5d-4d6a-8375-ba66a55a0f34,342,346,Treaty,1718,f
ca4fe592-2e5d-4d6a-8375-ba66a55a0f34,355,359,Treaty,1874,f
ca4fe592-2e5d-4d6a-8375-ba66a55a0f34,368,372,Treaty,2087,f
ca4fe592-2e5d-4d6a-8375-ba66a55a0f34,381,385,Treaty,2094,f
ca4fe592-2e5d-4d6a-8375-ba66a55a0f34,394,398,Treaty,2270,f
ca4fe592-2e5d-4d6a-8375-ba66a55a0f34,411,415,Treaty,2321,f
ca4fe592-2e5d-4d6a-8375-ba66a55a0f34,429,542,Softlaw,restrict North Korea's financial and operational activities related to its nuclear and ballistic missile programs,f
ca4fe592-2e5d-4d6a-8375-ba66a55a0f34,621,626,Softlaw,13466,f
ca4fe592-2e5d-4d6a-8375-ba66a55a0f34,628,633,Softlaw,13551,f
ca4fe592-2e5d-4d6a-8375-ba66a55a0f34,635,640,Softlaw,13570,f
ca4fe592-2e5d-4d6a-8375-ba66a55a0f34,642,647,Softlaw,13687,f
ca4fe592-2e5d-4d6a-8375-ba66a55a0f34,653,658,Softlaw,13722,f
ca4fe592-2e5d-4d6a-8375-ba66a55a0f34,662,702,Softlaw,impose economic sanctions on North Korea,f
ca4fe592-2e5d-4d6a-8375-ba66a55a0f34,719,762,statute,International Emergency Economic Powers Act,f
caa2856d-a47b-405e-b270-3df287e1f3fc,142,173,Agreement,bilateral agreement with France,
caf3698a-e52d-4d3e-b112-b7d474e7f58a,859,877,Foreing Policy,international sale,
cafdb866-7b78-4038-bcb5-5d269ae8c74c,5,9,Foreing Policy,rule,
cafdb866-7b78-4038-bcb5-5d269ae8c74c,328,455,Softlaw,expand the Board's membership from 18 to 21 by adding two importers of frozen mangos and one foreign processor of frozen mangos,f
cafdb866-7b78-4038-bcb5-5d269ae8c74c,750,872,Foreing Policy,allow frozen mango stakeholders to participate in a coordinated effort to maintain and expand the market for frozen mangos,f
cb884b5e-46ff-4688-8eb5-247bb19c1e42,37,79,Agreement,international fishery management agreement,
cbec7351-f553-4d7f-95a9-e6d6e5bb5888,262,434,Softlaw,"through the bi-lateral agreement with the European Union, these subsequent service bulletin revisions should be allowed to be used by U.S. operators without seeking an AMOC",
cc1f5b7b-e241-42ae-aa73-f01947294288,71,104,Softlaw,foreign Pre-1972 Sound Recordings,
cc1f5b7b-e241-42ae-aa73-f01947294288,200,236,statute,section 1401(c) exception does apply,f
cc4fcfd2-3f00-4fe2-9886-11c718dfd5b5,60,95,Softlaw,international transactions of APAAN,
cc4fcfd2-3f00-4fe2-9886-11c718dfd5b5,305,410,Softlaw,all transactions of chemical mixtures containing any quantity of APAAN shall be regulated pursuant to the,f
cc4fcfd2-3f00-4fe2-9886-11c718dfd5b5,411,414,statute,CSA,f
cc6e9995-546c-4cb2-8e9b-38f14798e27b,4,32,statute,Trade Agreements Act of 1979,
cc6e9995-546c-4cb2-8e9b-38f14798e27b,68,96,statute,Uruguay Round Agreements Act,f
cc6e9995-546c-4cb2-8e9b-38f14798e27b,621,736,Softlaw,"requires consideration of international standards and, where appropriate, that they be the basis for U.S. standards",f
cc9a3d5e-0bbf-43b4-9b5a-8258727fa372,4,263,Foreing Policy,"A record, or portion thereof, which is specifically authorized under criteria established by an Executive Order to be kept secret in the interest of national defense or foreign policy and which is, in fact, properly classified pursuant to such Executive Order",
ccb7f652-86c9-47ce-91df-92e1e79aa94f,119,194,Foreing Policy,ability of U.S.-based enterprises to compete with foreign-based enterprises,
ccc12b7e-dbb1-4ca0-8114-7e1d9812bf8b,239,303,Foreing Policy,expected to cause some degree of damage to the national security,
cea16a1f-a738-448e-b9a5-3af9538e3009,29,138,Foreing Policy,does not have a detrimental impact on the Federal entity's operations or services that have national security,
cee7aa45-145e-4bd8-9f01-a639baf0543d,47,68,statute,5 U.S.C. 553(b)(3)(B),
cee7aa45-145e-4bd8-9f01-a639baf0543d,693,720,Foreing Policy,national security interests,f
cf3de79e-782c-407b-a2f9-1df035f3c105,132,192,Softlaw,"Pursuant to our bilateral agreement with the United Kingdom,",
cf894ef6-7597-4808-822a-ba67b07ec2db,54,74,Treaty,Pacific Coast treaty,
cfbad711-53af-41bc-9fa7-74a71a0a7159,259,288,Foreing Policy,spirit of international trade,
cfcc2cb7-f08e-4a8b-a5e1-6cd486486729,27,95,Foreing Policy,"national security, or other relevant impacts of designating any area",
d028eadf-f315-4d3e-bab3-b5086252c8d1,248,283,Softlaw,optimum international harmonization,
d04171d3-8f0d-4de5-93d0-c81ee5e661d1,123,145,Treaty,Endangered Species Act,
d04171d3-8f0d-4de5-93d0-c81ee5e661d1,153,178,Treaty,Migratory Bird Treaty Act,f
d2340bfd-b657-4901-b185-1a7ea7bd3af6,405,409,Softlaw,ICAO,
d2340bfd-b657-4901-b185-1a7ea7bd3af6,505,574,Softlaw,FAA goal of harmonizing U.S. regulations with international standards,f
d25b385e-696e-4530-8b78-6279d25496c6,127,151,Agreement,international agreement ,
d25b385e-696e-4530-8b78-6279d25496c6,320,332,statute,§ 584.201(a),f
d29530cb-98f8-4889-91a0-121da8912854,6,27,statute,Executive Order 13609,
d29530cb-98f8-4889-91a0-121da8912854,106,347,statute,agencies must consider whether the impacts associated with significant variations between domestic and international regulatory approaches are unnecessary or may impair the ability of American businesses to export and compete internationally,f
d29530cb-98f8-4889-91a0-121da8912854,349,636,statute,"In meeting shared challenges involving health, safety, labor, security, environmental, and other issues, regulatory approaches developed through international cooperation can provide equivalent protection to standards developed independently while also minimizing unnecessary differences",f
d29627c6-8dc7-4c07-b61a-cc7912f06e63,60,127,Treaty,"four migratory bird treaties with Canada, Mexico, Japan, and Russia",
d29627c6-8dc7-4c07-b61a-cc7912f06e63,141,205,statute,Migratory Bird Treaty Act (MBTA) of 1918 (16 U.S.C. 703 et seq.),f
d386aaf7-e63e-418c-8e38-cf2739c41283,94,111,statute,50 CFR 92.6(b)(1),
d386aaf7-e63e-418c-8e38-cf2739c41283,198,417,Softlaw,"This list of 27 migratory bird species came from cross-referencing restricted (from sale) species listed in the Treaties with Russia, Canada, Mexico, and Japan with those allowed to be taken in the subsistence harvest. ",f
d386aaf7-e63e-418c-8e38-cf2739c41283,417,453,Treaty,The migratory bird treaty with Japan,f
d3fa16e7-87ab-48cb-bbfa-3c03cfb59704,558,694,Agreement,"bilateral workplan is an agreement between APHIS' Plant Protection and Quarantine program, officials of the NPPO of a foreign government",
d4ad77e0-fb8c-4f7d-a984-910e95484b4b,126,173,Agreement,Pursuant to our bilateral agreement with France,
d5273444-d2e5-4413-bee1-5d885b95edaf,703,736,Softlaw,international pollution abatement,
d648b06f-d200-4126-b820-498a9c44d1ea,74,126,Foreing Policy,susceptible to use in interstate or foreign commerce,
d683c7d3-87fa-4802-814c-fbff304d9877,497,517,Agreement,foreign partnerships,
d7477ecd-322d-41f3-9e46-f9a61cfe99f2,0,21,statute,Executive Order 13609,
d7477ecd-322d-41f3-9e46-f9a61cfe99f2,71,142,Softlaw,promotes international regulatory cooperation to meet shared challenges,f
d751db4c-25c1-4366-9810-5d1dd5bd0de8,38,76,statute,"(b)(7) of the Act, 5 U.S.C. 552a(c)(3)",
d751db4c-25c1-4366-9810-5d1dd5bd0de8,394,411,statute,(k)(1) of the Act,f
d751db4c-25c1-4366-9810-5d1dd5bd0de8,544,590,Foreing Policy,interest of national defense or foreign policy,f
d75bf3f1-26c4-4993-946e-b4bd7c478002,33,191,Softlaw,the Secretary-General of the United Nations informed the United States Government that the chemical alpha-phenylacetoacetonitrile (APAAN) was added to Table I,
d75bf3f1-26c4-4993-946e-b4bd7c478002,373,608,Treaty,"As a Party to the 1988 Convention, the United States is obligated, pursuant to article 12, to take measures it deems appropriate to monitor the manufacture and distribution of APAAN within the United States and to prevent its diversion",f
d75bf3f1-26c4-4993-946e-b4bd7c478002,408,608,Softlaw,"the United States is obligated, pursuant to article 12, to take measures it deems appropriate to monitor the manufacture and distribution of APAAN within the United States and to prevent its diversion",f
d75bf3f1-26c4-4993-946e-b4bd7c478002,610,758,Treaty,"Article 12 also obligates the United States to take other specified measures related to APAAN, including measures related to its international trade",f
d75bf3f1-26c4-4993-946e-b4bd7c478002,621,758,Softlaw,"also obligates the United States to take other specified measures related to APAAN, including measures related to its international trade",f
d75bf3f1-26c4-4993-946e-b4bd7c478002,760,1042,Softlaw,"By designating APAAN, which is a primary precursor for the manufacture of phenylacetone (also known as phenyl-2-propanone (P2P) or benzyl methyl ketone), methamphetamine, and amphetamine, as a list I chemical, the United States will fulfill its obligations under the 1988 Convention",f
d80c6bf6-d20b-4fad-a47d-31083f00dda9,145,200,Agreement,"bilateral agreement with the State of Design Authority,",
d840d99d-6674-47d4-bcbe-27bf36f2f9f3,524,617,Foreing Policy,the aegis of the Exchange Visitor Program and in furtherance of its foreign relations mission,
d8a49e93-a967-4693-9032-b1bd9e1d8a08,121,179,Softlaw,international norms of the United Nations General Assembly,
d906f890-e178-44ef-b01f-ef9a452bf01b,30,70,statute,(b)(1) of this section and § 630.1504(g),
d906f890-e178-44ef-b01f-ef9a452bf01b,261,401,Foreing Policy,"regulations governing the dissemination of sensitive information related to national security, foreign relations, or law enforcement matters",f
d9e74035-82d2-41e8-933b-4ef508deaf14,10,91,Softlaw,similar action has been or is being taken by other nations or multilateral groups,
d9ef3397-da80-46c2-b09b-31fbb1ebe8a2,0,186,Treaty,Volume III of the Marine Safety Manual (MSM) provides information and interpretations on international conventions and U.S. statutes and regulations relating to marine industry personnel,
da5a3598-ad31-4119-971d-75b7922eaa91,73,149,Agreement,"agreement between the Government of American Samoa and Quota Management, Inc",
da5a3598-ad31-4119-971d-75b7922eaa91,306,326,statute,50 CFR 665.819(c)(1),f
da8679b7-29c7-497c-a83b-d2f23635941b,194,237,Foreing Policy,could affect interstate or foreign commerce,
db6288b1-5f5e-449c-b682-9ddb5391b18e,0,21,statute,Section 2209 of FESSA,
db6288b1-5f5e-449c-b682-9ddb5391b18e,272,289,Foreing Policy,national security,f
db736244-f99e-45ff-866c-c7b33471e328,4,8,Softlaw,ISDA,
db9db88d-002d-46ee-bc14-a0704b2e88cb,14,39,statute,Moratorium Protection Act,
db9db88d-002d-46ee-bc14-a0704b2e88cb,541,583,Agreement,international fishery management agreement,f
dba696a3-cc2b-4a2d-a35b-997222a8815e,7,24,Foreing Policy,national security,
dbcf10d9-a05c-4fcb-9802-b3e095271e72,4,17,Foreing Policy,IE Final Rule,
dbcf10d9-a05c-4fcb-9802-b3e095271e72,253,341,Softlaw,international entrepreneurs who can demonstrate that their parole into the United States,f
dbcf10d9-a05c-4fcb-9802-b3e095271e72,348,404,statute,section 212(d)(5) of the Immigration and Nationality Act,f
dbd2127b-9bd8-4534-a434-7ca1d3b6b6e5,38,48,statute,§ 21.20(a),
dbd2127b-9bd8-4534-a434-7ca1d3b6b6e5,227,234,statute,§ 21.29,f
dbd2127b-9bd8-4534-a434-7ca1d3b6b6e5,370,532,Softlaw,"the foreign applicant must have provided, or is concurrently providing, technical data to its own CAA to show that the product meets all applicable airworthiness,",f
dbd2127b-9bd8-4534-a434-7ca1d3b6b6e5,628,635,Treaty, the CA,f
dbd2127b-9bd8-4534-a434-7ca1d3b6b6e5,730,749,Agreement,bilateral agreement,f
dc07a4b1-94d1-4923-bb7d-2ae6d15a9041,206,262,statute,Migratory Bird Treaty Act (MBTA) (16 U.S.C. 703 et seq.),
dc07a4b1-94d1-4923-bb7d-2ae6d15a9041,270,370,Agreement,"implements conventions with Great Britain (for Canada), Mexico, Japan, and the Soviet Union (Russia)",f
dc890d71-9fed-43c7-87ee-1ebd58aec1f7,103,120,Foreing Policy,national security,
dc9195e6-1bb8-46b1-98a7-23b5d47bf067,81,117,Foreing Policy,does not disrupt international trade,
dc9195e6-1bb8-46b1-98a7-23b5d47bf067,134,169,Softlaw,Codex Maximum Residue Limits (MRLs),f
dcaea7ab-1613-41ca-bd06-5a061cd295df,143,175,Softlaw,bilateral agreement with Germany,
dcaea7ab-1613-41ca-bd06-5a061cd295df,177,181,Agreement,EASA,f
dcfdfb1d-6f16-471f-a2e0-d22e5158e254,256,273,Foreing Policy,national security,
dd27a114-4768-487f-8486-1de7b1ffea4f,151,176,Foreing Policy,national security reasons,
ddf26be2-e3b4-4ded-bec5-d7709fc4e3f8,36,71,Treaty,Single Convention on Narcotic Drugs,
ddf26be2-e3b4-4ded-bec5-d7709fc4e3f8,103,239,Treaty,other international conventions designed to establish effective control over international and domestic traffic in controlled substances,f
de1a4f1f-fc20-40a8-be02-3d457012b54d,15,302,statute,"Trade Agreements Act of 1979, Public Law 96-39, as amended by the Uruguay Round Agreements Act, Public Law 103-465, prohibits Federal agencies from establishing any standards or engaging in related activities that create unnecessary obstacles to the foreign commerce of the United States",
de1a4f1f-fc20-40a8-be02-3d457012b54d,61,96,Agreement,", as amended by the Uruguay Round A",f
de1a4f1f-fc20-40a8-be02-3d457012b54d,131,302,Softlaw,prohibits Federal agencies from establishing any standards or engaging in related activities that create unnecessary obstacles to the foreign commerce of the United States,f
de1a4f1f-fc20-40a8-be02-3d457012b54d,248,302,Foreing Policy,obstacles to the foreign commerce of the United States,f
de1a4f1f-fc20-40a8-be02-3d457012b54d,304,577,statute,"For purposes of these requirements, Federal agencies may participate in the establishment of international standards, so long as the standards have a legitimate domestic objective, such as providing for safety, and do not operate to exclude imports that meet this objective",f
de1a4f1f-fc20-40a8-be02-3d457012b54d,579,711,Softlaw,"The statute also requires consideration of international standards and, where appropriate, that they be the basis for U.S. standards",f
de47682c-032a-4ff1-80bb-69ca18c4c3b2,52,127,Softlaw,international cooperation and coordination in the regulation of derivatives,
de47682c-032a-4ff1-80bb-69ca18c4c3b2,740,784,Softlaw,harmonized cross-border regulatory framework,f
de53c8c8-d9af-4a72-8844-90c120468283,49,59,Foreing Policy,rulemaking,
de53c8c8-d9af-4a72-8844-90c120468283,89,106,Foreing Policy,national security,f
de8345ce-7d75-42dc-b230-3fb0268724c8,426,528,Foreing Policy,the entities' involvement in activities contrary to U.S. national security or foreign policy interests,
de8345ce-7d75-42dc-b230-3fb0268724c8,555,625,Foreing Policy,to further protect U.S. national security and foreign policy interests,f
df3aaadc-ad04-4848-ab2d-104edb0fffc5,389,406,Treaty,income tax treaty,
e038692f-c785-4a5e-b58c-ffa7cf62f17d,237,281,Softlaw,harmonize cross-border regulatory approaches,
e0d03ac6-1355-46a6-b0b4-56d5c426a26c,274,291,Treaty,income tax treaty,
